song_title,album,year,singer,lyricist,composer,imdb_id
ek kalii naazo.n kii palii,Khazanchi/ The Cashier,1941,Shamshad,Wali Saheb,Ghulam Haider,
chhoTaa saa sansaar hamaaraa chhoTaa saa sansaar,Zamindar,1942,Shanta Apte,"Qamar Jalalabadi, Behzad Lucknowi",Ghulam Haider,tt0215382
mere haal par bebasii ro rahii hai,Zamindar,1942,Shamshad,"Qamar Jalalabadi, Behzad Lucknowi",Ghulam Haider,tt0215382
he naTawar giriidhaarii muraliidhar banawaarii,Zamindar,1942,"Shanta Apte, Male Voice","Nazim Paaniipatii, Qamar Jalalabadi",Ghulam Haider,tt0215382
ai prem terii balihaarii ho ham nayaa qariinaa siikh gaye,Roti,1942,Begum Akhtar,Dr Safdar 'Aah',Anil Biswas,tt0232542
Gariibo.n par dayaa kar ke,Roti,1942,Ashraf Khan,Dr Safdar 'Aah',Anil Biswas,tt0232542
chaar dino.n kii jawaanii,Roti,1942,Akhtaribai Faizabadi,Dr Safdar 'Aah',Anil Biswas,tt0232542
ye mujhase kahaa dil ne ... mai.n kyuu.N na karuu.N pyaar,Jawab,1942,"Anima Dasgupta, Kalyani Das",Pt Madhur,Kamal Dasgupta,tt0155774
raajaabeTii kekaraalaa guu.nthaluu tuu rachirachi,Saugandh,1942,"Asit Baran Mukherjee, Mahila Swar (Indrani Roy?)",Pt Natwar,R C Boral,tt0035291
duniyaa me.n Gariibo.n ko,Zamindar,1942,Shamshad,"Behzaad Lakhnavi, Qamar Jalalabadi",Ghulam Haider,tt0215382
kuchh yaad rahe to sun kar jaa,Jawab,1942,Kanan Devi,Pt. Madhur ?,Kamal Dasgupta,tt0155774
jhananan-jhananan baaj rahii hai ... aayaa raam\-raajy tyohaar,Bharat Milap,1942,Chorus,Balam,Shankar Rao Vyas,tt0156360
dil kii duniyaa jo luTaa dii tere diiwaano.n ne,Aramaan,1942,Shameem,Kedar Sharma,Gyan Dutt,
muhabbat me.n raste wo pesh aa rahe hai.n,Lalaji,1942,Anil Biswas,Neelkanth Tiwari,Basant Kumar,
ulajh ga_e nainawaa,Roti,1942,Akhtaribai Faizabadi,Dr Safdar 'Aah',Anil Biswas,tt0232542
mujhako jiine kaa bahaanaa mil gayaa hai,Garib,1942,Surendra Nath,Dr Safdar 'Aah',Anil Biswas,tt0139234
phir fasale ... na_ii ma.nzilape aaii,Roti,1942,Akhtari Bai,Dr Safdar 'Aah',Anil Biswas,tt0232542
shrii raamachandra kRRipaalu bhaja mana,Bharat Milap,1942,Chorus,Goswami Tulsidas,Shankar Rao Vyas,tt0156360
aaye raghuviir aaye ga.ngaa ke tiir,Bharat Milap,1942,"Amirbai, Chorus",Pt Anuj,Shankar Rao Vyas,tt0156360
raghukul riit ... aage raam\-lakhan ... bharat siil guruu,Bharat Milap,1942,G M Durrani,Goswami Tulsidas,Shankar Rao Vyas,tt0156360
bataa do raam gaye kis or,Bharat Milap,1942,Shahu Modak,Balam,Shankar Rao Vyas,tt0156360
"paa.nvarii diinhii.n, prabhuu nahii.n aaye, naino.n ke abhiraam",Bharat Milap,1942,Shahu Modak,Pt Anuj,Shankar Rao Vyas,tt0156360
prabhu jii pahale paa.Nv pakhaaruu.N,Bharat Milap,1942,"Amirbai, Chorus",Pt Indra,Shankar Rao Vyas,tt0156360
kal ho.nge raajaa raam,Bharat Milap,1942,"Kaushalya, Madhusudan",Pt Anuj,Shankar Rao Vyas,tt0156360
ronaa hai bekaar pagalii ronaa hai bekaar,Jawab,1942,"Ranjit Roy, Female Voice?",Pt Madhur,Kamal Dasgupta,tt0155774
jholii bhar taare laa de re,Bhakta Surdas,1942,Khursheed,D N Madhok,Gyan Dutt,tt0213510
madhukar shyaam hamaare chor,Bhakt Surdas,1942,Saigal,D N Madhok,Gyan Dutt,
maar ga_ii re hame.n terii najariyaa,Khandan,1942,"Noorjehan, Chorus",D N Madhok,Ghulam Haider,
o paradesii ghar aa jaa more saajan more raajaa,Apna Paraya,1942,Rajkumari,Pt Indra,Anil Biswas,
mere liye jahaan me.n chain naa qaraar hai,Khandan,1942,Noorjehan,D N Madhok,Ghulam Haider,
sar pe kadam kii chai.nyyaa muraliyaa baaje rii,Bhakta Surdas,1942,"Saigal, Rajkumari, Chorus",D N Madhok,Gyan Dutt,tt0213510
chalii dulhaniyaa chhamaachham chhamaachham chalii,Jawab,1942,Anima Dasgupta,Pt Madhur,Kamal Dasgupta,tt0155774
kadam chale aage man paachhe bhaage,Bhakta Surdas,1942,Saigal,D N Madhok,Gyan Dutt,tt0213510
dinase dugunii ho jaaye ratiyaa,Bhakt Surdas,1942,Saigal,D N Madhok,Gyan Dutt,
luuT rahaa hai ko_ii shaayad luuT rahaa hai ko_ii,Jawab,1942,Anima Dasgupta,Pt Madhur,Kamal Dasgupta,tt0155774
madhur madhur gaa re manavaa,Bhakt Surdas,1942,Khursheed,D N Madhok,Gyan Dutt,
pa.nchhii baavaraa,Bhakt Surdas,1942,Khursheed,D N Madhok,Gyan Dutt,
merii ammii kaa raaj bhalaa,Khandan,1942,Noorjehan,D N Madhok,Ghulam Haider,
duur desh kaa rahane vaalaa aayaa,Jawab,1942,"Kanan Devi, Pankaj Mullick",Pt. Madhur ?,Kamal Dasgupta,tt0155774
mere baaG kaa maalii phir aa gayaa,Khandan,1942,Noorjehan,D N Madhok,Ghulam Haider,
tuu kaun sii badalii me.n mere chaa.Nd hai aa jaa,Khandan,1942,Noorjehan,D N Madhok,Ghulam Haider,
duniyaa me.n sab jo.De-jo.De aashiq phire.n nigo.De,Sharda,1942,G M Durrani,D N Madhok,Naushad,tt0035312
badanaam na ho jaanaa o prem ke diiwaane,Jawani,1942,"Surendra, Husnbano, Chorus",Hazrat Aarzoo,Anil Biswas,tt0241594
balahaarii re kuka.Dakuu.N bol,Sharda,1942,"G M Durrani, Shyamsunder",D N Madhok,Naushad,tt0035312
maiyaa morii mai.n nahii.n maakhan khaayo,Bhakta Surdas,1942,Saigal,Soordas,Gyan Dutt,tt0213510
tum nahi.n aate ho nahi.n aa_o,Sharda,1942,Nirmala Devi,D N Madhok,Naushad,tt0035312
"nain hiin ko raah dikhaa, prabhuu",Bhakt Surdas,1942,Saigal,D N Madhok,Gyan Dutt,
nainaa re dekhe unake nain,Bhakta Surdas,1942,Khursheed,D N Madhok,Gyan Dutt,tt0213510
naa jaanaa ... ai chaa.Nd chhuup naa jaanaa,Jawab,1942,Kanan Devi,Pt Madhur,Kamal Das Gupta,tt0155774
pa.nchhii jaa piichhe rahaa hai bachapan meraa usako jaa ke laa,Sharda,1942,Surayya,D N Madhok,Naushad,tt0035312
aa_ii basant R^itu madamaatii,Jawani,1942,"Surendra, Husnbano",Hazrat Aarzoo,Anil Biswas,tt0241594
ummiid ta.Dapatii hai rotii hai.n tamannaa_e.N,Pagli,1943,Nasim Akhtar,Qamar Jalalabadi,Pt. Govindram,
shabanam kyuu.N niir bahaaye,Ishara,1943,Gauhar Sultaana,D N Madhok,Khurshid Anwar,tt0246706
ishq kaa dard sohanaa,Ishara,1943,Vatsala Kumthekar,D N Madhok,Khurshid Anwar,tt0246706
kyaa muhabbat kaa yahii anjaam hai,Najma,1943,Ashok Kumar,Anjum Pilibhiti,Rafiq Ghaznavi,tt0232155
ai chaa.Nd nikal aa,Muskarahat,1943,"Beenapani Mukharji, Chitalkar",Pt. Ishwar Chandra Kapoor,C Ramchandra,
tere dukh ke din phire.nge ... zi.ndagii ban ke jiye jaa,Kismat,1943,Arun Kumar,Pradeep,Anil Biswas,
bhaarat kii ek sannaarii kii ham kathaa sunaate hai.n,Ram Rajya/ Luv Kush,1943,"Madhusudan Bhatt, Yeshwant Marathe",Ramesh Gupta,Shankarrao Vyas,
tarasii hu_ii hai.n muddat se aa.Nkhe.n,Najma,1943,Ashok Kumar,Anjum Pilibhiti,Rafiq Ghaznavi,tt0232155
bhuul jaa jo dekhataa hai kyuu.N hai dekhaa bhuul jaa,Vishwas,1943,Surendra Nath,Dr Safdar 'Aah',Firoz Nizami,
panaghaT pe muraliyaa baaje,Ishara,1943,Suraiya,D N Madhok,Khurshid Anwar,tt0246706
raam naam dhan paayaa mai.nne,Prithvi Vallabh,1943,Menaka (Shirodkar),Pt Sudarshan,"Saraswati Devi, Rafiq Ghaznavi",tt0243505
ham aisii qisamat ko ... ek din ha.Nsaaye,Kismat,1943,"Arun Kumar, Amirbai",Pradeep,Anil Biswas,
jiivan hai bekaar binaa tumhaare,Wapas,1943,"Asit Baran, Indrani Roy",Pt Bhushan,R C Boral,tt0159109
ai duniyaa bataa ... ghar\-ghar me.n diiwaalii hai,Kismat,1943,Amirbai,Pradeep,Anil Biswas,
lo shuru huii is baar ham me.n tum me.n taqaraar,Kashinath,1943,"Asit Baran, Bela Mukherjee",Pt Bhushan,Pankaj Mullick,tt0156692
ik tuu ho ik mai.n huu.N,Qanoon,1943,Suraiyya,D N Madhok,Naushad,
insaan kyaa jo Thokare.n nasiib kii na sah sake,Hamari Baat,1943,"Parul Ghosh, Anil Biswas",Narendra Sharma,Anil Biswas,tt0035963
ab tere siwaa kaun meraa kR^iShN kanhaiyaa,Kismat,1943,Amirbai,Pradeep,Anil Biswas,
bhuul na jaanaa aaj kii baate.n,Wapas,1943,"Asit Baran, Indrani Roy",Munshi Zakir Husain,R C Boral,tt0159109
o dukhiyaa jiyaara tose nainaa,Tansen,1943,Khursheed,Pt. Indra Chandra,Khemchand Prakash,tt0214188
saawan kii rut bhaaye sajanawaa,Vishwas,1943,"Surendra Nath, Mehtab",Pt Indra,Firoz Nizami,
ab to nahii.n duniyaa me.n kahii.n apanaa Thikaanaa,Nadan,1943,Noorjehan,Zia Sarhadi,K Datta,tt0273866
"papiihaa re, mere piyaa se kahiyo jaay",Kismat,1943,"Parul Ghosh, Male Voice?",Pradeep,Anil Biswas,
raushanii apanii uma.ngo.n kii,Nadan,1943,Noorjehan,Zia Sarhadi,K Datta,tt0273866
"baraso re, baraso re",Tansen,1943,Khursheed,Pt. Indra Chandra,Khemchand Prakash,tt0214188
kaagaz kii thii wo naav,Zaban,1943,Kaushalya,D N Madhok,C Ramchandra,
ek anokhaa Gam anokhii sii musiibat ho ga_ii,Nadan,1943,Noorjehan,Zia Sarhadi,K Datta,tt0273866
aa jaa ... bichha.De hu_e saajan jis des gayaa hai,Nai Kahani,1943,G M Durrani,Wali Saheb,Shyamsunder,
ghaTaa ghan ghor ghor,Tansen,1943,Khursheed,Pt. Indra Chandra,Khemchand Prakash,tt0214188
pat raakho giradhaarii,Papi,1943,Zeenat Begum,Aziz Kashmiri,Pt Amarnath,
kahaanii ban gayii morii tum sa.ng aa.Nkh milaanii,Nurse,1943,Khursheed,D N Madhok,Gyan Dutt,
ham chale watan kii or,Kashinath,1943,Asit Baran,Pt Bhushan,Pankaj Mullick,tt0156692
suury dev jagadiip tej jinakaa jag saaje,Ram Rajya/ Luv Kush,1943,Phula Ji Buwa Sahab,Ramesh Gupta,Shankarrao Vyas,
wo gaye nahii.n hame.n mil ke,Nurse,1943,Rajkumari,D N Madhok,Gyan Dutt,
more baalapan ke saathii,Tansen,1943,"Khursheed, Saigal",Pt. Indra,Khemchand Prakash,tt0214188
aaye bhii wo gaye bhii wo,Namaste,1943,Parul Ghosh,D N Madhok,Naushad,
suukhii bagiyaa harii hu_ii,Hamari Baat,1943,"Parul Ghosh, Male Voice",Narendra Sharma,Anil Biswas,tt0035963
dil\-e\-nadaa.N tujhe hu_aa kyaa hai,Hunterwali Ki Beti/ Daughter of Hunterwali,1943,Khan Mastana,Mirza Ghalib,Chhannalal Naik,
bol biinaa madhur\-madhur kachhu bol,Ram Rajya/ Luv Kush,1943,Saraswati Rane,Ramesh Gupta,Shankarrao Vyas,
duniyaa hai ye pyaar kii duniyaa,Parakh,1944,Sushri Nigam/ Ira Nigam,Gaafil Harnalvi,Khurshid Anwar,tt0243476
do dilo.n ko ye duniyaa,Chand,1944,Manju,Qamar Jalalabadi,Husnlal-Bhagatram,tt0231332
kyaa ye hii jawaanii hai,Chand,1944,Zeenat Begum,Qamar Jalalabadi,Husnalal-Bhagatram,tt0231332
saa.Njh kii belaa pa.nchii akelaa nainan me.n dukh rain a.ndherii,Jwar Bhata,1944,"Arun Kumar, Chorus",Pt Narendra Sharma,Anil Biswas,tt0151168
aaye din pyaar ke saajanaa,Parakh,1944,"Kaushalya, Balwant Singh",Gaafil Harnalvi,Khurshid Anwar,tt0243476
muskaraate huye yuu.N aa.Nkh churaayaa na karo,Bhanwara/ Harjai,1944,Saigal,Kedar Sharma,Khemchand Prakash,
chhip chhip kar mat dekho jii,Man Ki Jeet,1944,"Shanta Thakkar, Bharat Vyas",Bharat Vyas,S K Pal,
saawan ke baadalo unase ye jaa kaho,Rattan,1944,"Zohrabai, Karan Deewan",D N Madhok,Naushad,tt0037213
alam par alam sitam par sitam,Dost,1944,Noorjehan,Shams Lakhnavi,Sajjad,tt0132925
Kaamosh nigaahe.n ye sunaatii hai.n kahaanii,Daasi,1944,S D Batish,D N Madhok,Pt Amarnath,tt2529150
"bha.nvaro, naa tab tak ha.Nsanaa re",Lalkar,1944,"Zohra, G M Durrani",Pt Madhur,C Ramchandra,
mujhe madhur lagataa hai unase apanaa pyaar chhupaanaa,Chal Chal Re Naujawan,1944,"Ashok Kumar, Naseem Bano",Pradeep,Ghulam Haider,tt0243816
zaraa bolo kyaa logii is dil kaa kiraayaa,Us Paar,1944,"Mukesh, Kusum",Pt. Madhur,Firoz Nijami,
kyaa hamane bigaa.Daa hai,Bhanwara,1944,Saigal,Kedar Sharma,Khemchand Prakash,tt0381050
ham apanaa unhe.n banaa na sake,Bhanwara/ Harjai,1944,Saigal,Kedar Sharma,Khemchand Prakash,
diyaa jisane dil luT gayaa wo bechaaraa,Bhanwara/ Harjai,1944,"Saigal, Chorus",Kedar Sharma,Khemchand Prakash,
letii hai.n dam\-ba\-dam balaaye.n,Parakh,1944,Kaushalya?,Arzoo Lakhnavi,Khurshid Anwar,tt0243476
prabhu charaNo.n me.n diip jalaao,Jwar Bhata,1944,"Parul Ghosh, Amirbai?, Chorus",Narendra Sharma,Anil Biswas,tt0151168
more aa.ngan me.n chhiTakii chaa.Ndanii,Jwar Bhata,1944,Parul Ghosh,Narendra Sharma,Anil Biswas,tt0151168
aaye hai.n balamaa ho din pyaare pyaare,Chand,1944,"Zeenat Begum, Durrani",Qamar Jalalabadi,Husnalal-Bhagatram,tt0231332
pa.nchhii merii Kushii kaa zamaanaa,Chand,1944,Zeenat Begum,Qamar Jalalabadi,Husnlal-Bhagatram,tt0231332
a.Nkhiyaa.N milaa ke bhaaganaa naa,Jeewan/ Bahaar,1944,Nirmala Devi,D N Madhok,Naushad,
nayano.n me.n nayanaa mat Daalo,Jeewan/ Bahaar,1944,Zohra Bai,D N Madhok,Naushad,
bul_bul aa tuu bhii gaa,Shahenshah Babar,1944,"Khursheed, chorus","Pt Indra, Munshi Sham, Munshi Aziz",Khemchand Prakash,tt0241941
na bhuule.nge tujhako bhulaa dene vaale,Shahenshah Babar,1944,Khursheed,Pt. Indra,Khemchand Prakash,tt0241941
muhabbat me.n saaraa jahaa.N jal rahaa hai,Shahenshah Babar,1944,Khursheed,Shams Lakhnavi,Khemchand Prakash,tt0241941
o jaane waale baalamawaa lauT ke aa,Rattan,1944,"Ameerbai, Shaam Kumar",D N Madhok,Naushad,tt0037213
mohaniyaa su.ndar mukha.Daa khol,Lal Haveli,1944,"Noorjehan, Surendra",Shums Lucknowi,Mir Sahib,tt0139416
nit nit ke ruuthanewaale saajan,Iraada,1944,"Hemant Kumar, Radharani",Aziz Kashmiri,Pandit Amarnath,
chamako\-chamako bijaliyaa,Chal Chal Re Naujawan,1944,"Ashok Kumar, Naseem Bano",Pradeep,Ghulam Haider,tt0243816
misl-e-Kayaal aaye the aa kar chale gaye,Aaina,1944,Kalyani,Pt. Phani,Gulshan Sufi,
more jubanaa kaa dekho ubhaar paapii,Man Ki Jeet,1944,Zohrabai,Josh Malihabadi,S K Pal,
yahii fiqr hai shaam pichhale sawere,Lal Haveli,1944,Surendra Nath,Shums Lucknowi,Mir Sahib,tt0139416
aa.Nkh milane kaa bahaanaa ho gayaa,Lady Doctor,1944,"Hameeda Bano, Snehal Bhatkar",Wali Saheb,Anil Biswas,
terii yaad aae sa.Nvariyaa jiyaa ghabaraae sa.Nvariyaa,Lal Haveli,1944,Noorjehan,Shams Lakhnavi,C Ramchandra,tt0139416
aa tuu aa ab naa sataa teraa hii intazaar hai,non-Film,1944,Amirbai Karnataki,Ramesh Gupta?,Pannalal Ghosh,
banatii nazar aatii nahii.n tadabiir hamaarii,Lal Haveli,1944,Noorjehan,Shums Lucknavi,Mir Saheb,tt0139416
"do nainaa matavaare tihaare, ham par zulm kare",My Sister,1944,Saigal,Pt. Bhushan,Pankaj Mullick,tt0158775
haay kis but kii muhabbat me.n giraftaar hue,My Sister,1944,Saigal,Pt. Bhushan,Pankaj Mullick,tt0158775
aa.Nkho.n me.n intazaar kii duniyaa liye huye,Caravan,1944,Zohra Bai,Munshi Aziz,Bulo C Rani,tt1380057
jaaduugar baalmaa tore naino.n me.n jiyaa kho gyaa,Pahele Aap/ Prestige,1944,Zohra Bai,D N Madhok,Naushad,
beKabar jaag zaraa ... kisakii aulaad hai tuu ... mujhe din raat lagii,Pahele Aap/ Prestige,1944,Sham/ Rafi Sham,D N Madhok,Naushad,
ghuu.NghaT paT naahii kholuu.N,Bhartruhari,1944,Jahanara Kajjan,Pt Indra,Khemchand Prakash,
nagarii merii kab tak ... ai chaa.Nd ummido.n ko ... aavaaz do insaaf ko,Man Ki Jeet,1944,Sitara Kanpuri,Josh Malihabadi,S K Pal,
"ho rasiyaa ho, kabhii le chal tuu",Daasi,1944,"Zeenat Begum, Second Singer (ss), Third Singer, Chorus",D N Madhok,Pt Amarnath,tt2529150
u.D jaa_uu.N mai.n saajan re,Kavita,1944,"Rajkumari, Durrani",Ramesh Gupta,Shankarrao Vyas,
merii ro ro a.Nkhiyaa.N laal hu_ii.N,Caravan,1944,"Amirbai, Bulo C Rani urf Bhola",Sharma,Bulo C Rani,tt1380057
kuukat koyaliyaa ku.njan me.n,Bharthari,1944,Jahanara Kajjan,Pt Indra,Khemchand Prakash,
saajan aa jaa raajan aa jaa,Bhai,1944,"Zeenat Begum, Ghulam Haider",Khan Shaatir Ghaznavi,Ghulam Haider,tt0039327
jo ham pe guzaratii hai ham kaise bataa_e.N,Panna,1944,Rajkumari,Wali Sahab,Amir Ali,
ye dil hai tumhe.n pukaare,Ban Phool,1945,"Kanan Devi, Male Voice (Dhirendra Chandra Mitra)?",Pt Madhur,Dhiren Mittar,tt0233286
tay kar ke ba.Dii duur kii purapech Dagariyaa,Pehli Nazar,1945,Mukesh,Dr Safdar 'Aah',Anil Biswas,tt0379423
jhuum rahii.n baaGo.n me.n bhiigii hu_ii Daaliyaa.N,Yateem,1945,"Rajkumari, G. M. Durrani",Zia Sarhadi,Khurshid Anwar,tt0038261
saa.Njh bhaye ghar aayaa panchhii,Sanyasi,1945,Sham Kumar,Pt Madhur,Naushad,tt0038052
aa.Nkhe.n to hu_ii band magar dard jagaaye,Begum,1945,Ashok Kumar,G S Nepali,Hariprasanna Das,tt0237033
ye kaun ha.Nsaa kisane sitaaro.n ko ha.Nsaayaa,Village Girl,1945,Noorjehan,Wali Saheb,Shyamsunder,tt0153549
merii du_aa_o.n kaa yaa rab ab asar dikhaa denaa,Humayun,1945,Shamshad,Shams Lakhnavi,Ghulam Haider,tt0142385
baiThii huu.N terii yaad kaa le kar ke sahaaraa,Village Girl,1945,Noorjehan,Wali Saheb,Shyamsunder,tt0153549
piipal kii chha.Nv tale mai.n bhii miluu.n tuu bhii mile,Sanyasi,1945,"Zohrabai, Amar",Pandit Buddhi Chandra Agrawal 'Madhur',Naushad,tt0038052
suno jii pyaarii koyaliyaa bole,Sanyasi,1945,"Zohrabai, Amar",Pt Madhur,Naushad,tt0038052
husn kahataa jaa rahaa hai baadashaahii kuchh nahii.n,Humayun,1945,"Shamshad, Chorus",Vikar Ambalvi,Ghulam Haider,tt0142385
kaaheko nain milaaye nain milaanewaale,Din Raat,1945,"Snehprabha Pradhan, Paresh Banerjee",Santokh Nadeem,Dada Chandekar,
dil jalataa hai to jalane de,Pahli Nazar,1945,Mukesh,Aah Sitapuri,Anil Biswas,
bulabulo mat ro yahaa.N,Zeenat,1945,Noorjehan,?,Hafiz Khan,tt0154026
le ga_e pahaluu se dil chorii chorii allaah qasam,Paheli Nazar,1945,"Roshanara Begum, Chorus",Aah Sitapuri,Anil Biswas,
kaun jiiwan me.n mere samaaye jaa rahaa hai,Hamara Sansar,1945,Zohra Bai,Ramesh Gupta,Gobindram,
is duniyaa kii pagaDaNDii par,Amrapali,1945,Amirbai,Miss Kamal/ Pradeep,Saraswati Devi,tt0037513
badariyaa baras ga_ii us paar,Moorti,1945,"Mukesh, Khursheed, Hameeda Bano",Pt. Indra,Bulo C Rani,tt0213892
apane na ho sake jo dil kaa qaraar ho kar,Bhaijan,1945,Noorjehan/ Zeenat Begum,Padatau Lakhanavii,Shyamsunder,
muhabbat ke gula_haa\-e\-tar guu.Ndhataa huu.N,Kurukshetra,1945,Saigal,Jameel Mazhari,Ganpat Rao,tt0381350
"nayanaa bhar aa_e niir, mere haThiile raajaa",Humayun,1945,Shamshad,Anjum Pilibhiti + Kavi Shant,Ghulam Haider,tt0142385
chupake se dil me.n aa base rah ke nazar se duur duur,Bhaijan,1945,Noorjehan/ Zeenat Begum,Padatau Lakhanavii,Shyamsunder,
raanii khol de apane du_aar milane kaa din aa gayaa,Tadbir,1945,"Saigal, Suraiya",Swami Ramanand,Lal Mohomed,tt0214182
ai chaa.Nd nazar na lagaanaa meraa chaa.Nd salonaa sotaa hai,Moorti,1945,Khursheed,Pt. Indra,Bulo C Rani,tt0213892
fasal\-e\-gul aa_ii hame.n yaad terii aane lagii,Panna Dai,1945,Zohrabai,D N Madhok,Gyan Dutt,
fasl\-e\-gul aa_ii hame.n yaad terii sataane lagii,Panna Dai,1945,Gyan Dutt,D N Madhok,Subal Dasgupta,
jaago musaafir jaago,Raj Laxmi,1945,Talat,Suresh Chowdhury,"Robin Chatterjee, Dhiren Mitra",
tum ham ko bhulaa baiThe ho,Badi Maa,1945,Noorjehan,Zia Sarhadi,K Datta,tt0149773
aramaano.n kii bastii me.n,Shirin Farhaad,1945,Shamshad Begum,Dinanath Madhok,Rashid Attre,
u.D jaavuu.N re mai.n to taaro.n kii duniyaa me.n,Amrapali,1945,Amirbai,Pradeep,Saraswati Devi,tt0037513
jaag ai sonewaale ko_ii jagaane aayaa,Tadbir,1945,Suraiya,Swami Ramanand,Lal Mohammed,tt0214182
jay ho ... vikramaaditya kii jay ho,Vikramaditya,1945,"Amirbai, Male Singer, Chorus",Ramesh Gupta,Shankarrao Vyas,tt0157162
man phuule nahii.n samaaye,Wasiatnama,1945,"Asit Baran, Female Voice?",Zakir Husain,R C Boral,
mai.n to o.Dhuu.N gulaabii chundariyaa,Humayun,1945,Shamshad,Shams Lakhnavi,Ghulam Haider,tt0142385
ai chaa.Nd tuu bataa de mere dil ko kyaa hu_aa hai,Humayun,1945,Rajkumari,Shams Lakhnavi,Ghulam Haider,tt0142385
nain me.n kR^iShN muraarii hai.n man ke bihaarii hai.n,Sanyasi,1945,"Zohra Bai, Male Voice, Chorus",Pt Madhur,Naushad,tt0038052
aa_ii hai tuu to kaise dil apanaa dikhaa_uu.N mai.n,Kurukshetra,1945,Saigal,Jameel Mazhari,Ganpat Rao,tt0381350
chaahe tuu miTaa de ... Gariibo.n kii duniyaa hai tere hawaale,Tadbir,1945,"Saigal, Suraiyaa, Chorus",Swami Ramanand,Lal Mohomed,tt0214182
man se chi.ntaa kii ghaTaa duur ho jaa,Kaise Kahoon,1945,"Zeenat Begum, Others",Moti,Pt Amarnath,
piyaa mere saath rahe.nge aaj kii raat,Amrapali,1945,Amirbai,Pradeep,Saraswati Devi,tt0037513
mai.n kismat kaa maaraa bhagavan,Tadbir,1945,Saigal,Swami Ramanand,Lal Mohomed,tt0214182
Gariibo.n kii duniyaa jahaa.N se niraalii,Ek Din Ka Sultan,1945,Amirbai,Wali Sahab,Rafiq Ghaznavi,tt0243239
kisii tarah se muhabbat me.n chain paa na sake,Badi Maa,1945,Noorjehan,Anjum Pilibhiti,K Datta,tt0149773
mai.n panchhii aazaad meraa kahii.n duur Thikaanaa re,Tadbir,1945,Saigal,Swami Ramanand,Lal Mohomed,tt0214182
tuu aa ga_ii ... dil kii tamannaa jaag uThii,Kurukshetra,1945,Saigal,Jameel Mazhari,Ganpat Rao,tt0381350
is jag se kuchh aas nahii.n,non-Film,1945,Talat,Suresh Chowdhury,Robin Chaterjee,
begam janiyaa.N kii godii bharii,Bhaijan,1945,"Noorjehan / Zeenat Begum, Chorus",Padataau Lakhnavi,Shyamsunder,
aahe.n na bharii.n shikave na kie,Zeenat,1945,"Noorjehan, Zohrabai Ambalewali, Kalyani",Nakshab,Mir Sahib,tt0154026
ambuwaa pe koyal bole,Moorti,1945,Khursheed,Pt Indra,Bulo C Rani,tt0213892
ho chaa.Nd chamakaa andhere me.n aaj hai,Humayun,1945,Shamshad,Pt Madhur,Ghulam Haider,tt0142385
aa_ii aa_ii gha.Dii ye suhaanii,Dil,1946,Noorjehan,Shams Laknavi ?,Zafar Khursheed,
"dil jo diyaa, kahane lage aaj naa",Safar,1946,Naseem Akhtar,G S Nepali,C Ramchandra,
phuulo.n me.n nazar ye kaun aayaa,Hamjoli,1946,Noorjehan,Anjum Philbhiti,Hafiz Khan,
mai.n to karuu.N pyaar piyaa,Safar,1946,Binapani Mukerji,G S Nepali,C Ramchandra,
o praaNii kyaa soche kyaa ho_e,Chehra,1946,Mukesh,Ishwar Chandra Kapoor,M A Mukhtar,tt21835920
hare bhare baaG ke phuulo.n pe riijhaa khaiyyaam,Omar Khaiyyam,1946,Saigal,Dr Safdar 'Aah',Lal Mohomed,
insaan kyo.n rotaa hai insaan,Omar Khaiyyam,1946,Saigal,Dr Safdar 'Aah',Lal Mohomed,
bedard zaraa sun le Gariibo.n kii kahaanii,Omar Khaiyyam,1946,Suraiya,Dr Safdar 'Aah',Lal Mohomed,
allaa huu ... khaiyyaam hai allaa waalaa matawaalaa,Omar Khaiyyam,1946,Saigal,Dr Safdar 'Aah',Lal Mohomed,
do zulmii nainaa.n maar gae,Aai Bahar,1946,S D Batish,D N Madhok,Amarnath,
ai dil\-e\-beqaraar jhuum,Shahjehan,1946,Saigal,Khumar Barabankvi,Naushad,tt0038931
"na_ii dulhan, na_ii dulhan",Dr Kotnis Ki Amar Kahani,1946,Jayashree,Dewan Sharar,Vasant Desai,tt0038491
zindagii zindagii zindagii ko_ii sapanaa nahii.n,Dr Kotnis Ki Amar Kahani,1946,Khan Mastana,Dewan Sharar,Vasant Desai,tt0038491
chit Dole nit Dole subah\-o\-shaam prabhujii,Dr Kotnis Ki Amar Kahani,1946,Jayashree,Dewan Sharar,Vasant Desai,tt0038491
"har din hai nayaa, har raat niraalii hai",Shikari,1946,"Amirbai, Ashok Kumar",G S Nepali,S D Burman,tt0308883
ik tiir jigar pe khaa kar ham na idhar ke rahe na udhar ke rahe,Phool Aur Kante/ Flowers And Thorns,1946,Meena Kapoor,Vishwamitra Adil,Dada Chandekar,
deke mujhe wo dard\-e\-jigar bhuul gaye kyaa,Dil,1946,Noorjehan,Razi-ud-Din Banarsi,Zaffar Khursheed,
terii nazar me.n mai.n rahuu.N merii nazar me.n tuu,Eighteen Fifty Seven/ 1857,1946,"Surendra Nath, Suraiyya",Shewan Rizvi,Sajjad Hussain,
kah ke bhii na aaye tum,Safar,1946,Rafi,G S Nepali,C Ramchandra,
